1 2 3 4 52 4 5 1 33 1 4 5 24 5 2 3 15 3 1 2 4
1 2 3 4 52 5 4 3 13 1 5 2 44 3 1 5 25 4 2 1 3
1 2 3 4 52 3 1 5 43 4 5 1 24 5 2 3 15 1 4 2 3
1 2 3 4 52 3 4 5 13 5 2 1 44 1 5 3 25 4 1 2 3
1 2 3 4 52 1 5 3 43 5 4 1 24 3 2 5 15 4 1 2 3
1 2 3 4 52 1 4 5 33 4 5 2 14 5 1 3 25 3 2 1 4
1 2 3 4 52 4 5 3 13 1 4 5 24 5 1 2 35 3 2 1 4
1 2 3 4 52 4 5 1 33 5 4 2 14 3 1 5 25 1 2 3 4
1 2 3 4 52 5 4 3 13 4 5 1 24 1 2 5 35 3 1 2 4
1 2 3 4 52 3 1 5 43 5 4 2 14 1 5 3 25 4 2 1 3
1 2 3 4 52 3 5 1 43 4 2 5 14 5 1 3 25 1 4 2 3
1 2 3 4 52 5 4 1 33 1 5 2 44 3 2 5 15 4 1 3 2
1 2 3 4 52 5 1 3 43 4 2 5 14 1 5 2 35 3 4 1 2
1 2 3 4 52 4 1 5 33 5 2 1 44 3 5 2 15 1 4 3 2
1 2 3 4 52 3 1 5 43 4 5 2 14 5 2 1 35 1 4 3 2
1 2 3 4 52 4 1 5 33 5 4 2 14 3 5 1 25 1 2 3 4
1 2 3 4 52 5 1 3 43 4 5 1 24 1 2 5 35 3 4 2 1
1 2 3 4 52 3 1 5 43 5 4 1 24 1 5 2 35 4 2 3 1
1 2 3 4 52 1 5 3 43 5 4 1 24 3 2 5 15 4 1 2 3
1 2 3 4 52 1 4 5 33 4 5 2 14 5 1 3 25 3 2 1 4
1 2 3 4 52 5 4 3 13 4 1 5 24 1 5 2 35 3 2 1 4
1 2 3 4 52 4 5 1 33 5 1 2 44 3 2 5 15 1 4 3 2
1 2 3 4 52 4 5 1 33 1 2 5 44 5 1 3 25 3 4 2 1
1 2 3 4 52 5 4 1 33 1 5 2 44 3 1 5 25 4 2 3 1
1 2 3 4 52 4 5 3 13 1 4 5 24 5 2 1 35 3 1 2 4
1 2 3 4 52 5 4 3 13 1 2 5 44 3 5 1 25 4 1 2 3
1 2 3 4 52 3 5 1 43 1 4 5 24 5 2 3 15 4 1 2 3
1 2 3 4 52 3 4 5 13 1 5 2 44 5 1 3 25 4 2 1 3
1 2 3 4 52 5 1 3 43 4 5 1 24 3 2 5 15 1 4 2 3
1 2 3 4 52 3 4 5 13 5 2 1 44 1 5 2 35 4 1 3 2
1 2 3 4 52 4 5 3 13 1 2 5 44 5 1 2 35 3 4 1 2
1 2 3 4 52 5 4 1 33 4 5 2 14 3 1 5 25 1 2 3 4
1 2 3 4 52 4 5 3 13 5 4 1 24 1 2 5 35 3 1 2 4
1 2 3 4 52 4 1 5 33 5 4 2 14 1 5 3 25 3 2 1 4
1 2 3 4 52 5 4 3 13 4 1 5 24 1 5 2 35 3 2 1 4
1 2 3 4 52 4 5 1 33 5 1 2 44 3 2 5 15 1 4 3 2
1 2 3 4 52 3 5 1 43 4 2 5 14 5 1 2 35 1 4 3 2
1 2 3 4 52 5 4 1 33 1 2 5 44 3 5 2 15 4 1 3 2
1 2 3 4 52 5 1 3 43 4 5 2 14 1 2 5 35 3 4 1 2
1 2 3 4 52 4 1 5 33 5 4 1 24 3 5 2 15 1 2 3 4
1 2 3 4 52 1 5 3 43 5 4 1 24 3 2 5 15 4 1 2 3
1 2 3 4 52 1 4 5 33 4 5 2 14 5 1 3 25 3 2 1 4
1 2 3 4 52 4 5 1 33 1 2 5 44 5 1 3 25 3 4 2 1
1 2 3 4 52 5 4 1 33 1 5 2 44 3 1 5 25 4 2 3 1
1 2 3 4 52 3 5 1 43 4 1 5 24 5 2 3 15 1 4 2 3
1 2 3 4 52 3 4 5 13 5 1 2 44 1 5 3 25 4 2 1 3
1 2 3 4 52 5 1 3 43 4 5 1 24 1 2 5 35 3 4 2 1
1 2 3 4 52 3 1 5 43 5 4 1 24 1 5 2 35 4 2 3 1
1 2 3 4 52 3 1 5 43 4 5 2 14 5 2 1 35 1 4 3 2
1 2 3 4 52 5 4 3 13 1 2 5 44 3 5 1 25 4 1 2 3
1 2 3 4 52 4 5 3 13 1 4 5 24 5 2 1 35 3 1 2 4
1 2 3 4 52 4 1 5 33 5 4 2 14 3 5 1 25 1 2 3 4
1 2 3 4 52 5 1 3 43 4 2 5 14 1 5 2 35 3 4 1 2
1 2 3 4 52 4 1 5 33 5 2 1 44 3 5 2 15 1 4 3 2
1 2 3 4 52 4 5 3 13 1 2 5 44 5 1 2 35 3 4 1 2
1 2 3 4 52 3 4 5 13 5 2 1 44 1 5 2 35 4 1 3 2
1 2 3 4 52 3 5 1 43 4 2 5 14 5 1 2 35 1 4 3 2
1 2 3 4 52 5 4 1 33 1 2 5 44 3 5 2 15 4 1 3 2
1 2 3 4 52 3 5 1 43 4 1 5 24 5 2 3 15 1 4 2 3
1 2 3 4 52 3 4 5 13 5 1 2 44 1 5 3 25 4 2 1 3
1 2 3 4 52 5 1 3 43 4 5 2 14 1 2 5 35 3 4 1 2
1 2 3 4 52 4 1 5 33 5 4 1 24 3 5 2 15 1 2 3 4
1 2 3 4 52 4 5 3 13 5 4 1 24 1 2 5 35 3 1 2 4
1 2 3 4 52 4 1 5 33 5 4 2 14 1 5 3 25 3 2 1 4
1 2 3 4 52 5 1 3 43 4 5 1 24 3 2 5 15 1 4 2 3
1 2 3 4 52 5 4 1 33 4 5 2 14 3 1 5 25 1 2 3 4
1 2 3 4 52 3 5 1 43 1 4 5 24 5 2 3 15 4 1 2 3
1 2 3 4 52 3 4 5 13 1 5 2 44 5 1 3 25 4 2 1 3
1 2 3 4 52 3 5 1 43 4 2 5 14 5 1 3 25 1 4 2 3
1 2 3 4 52 5 4 1 33 1 5 2 44 3 2 5 15 4 1 3 2
1 2 3 4 52 5 4 3 13 4 5 1 24 1 2 5 35 3 1 2 4
1 2 3 4 52 3 1 5 43 5 4 2 14 1 5 3 25 4 2 1 3
